Fout,Cv,track,density,g,
62.614760604934,7.4116378e-002,11.604752041195,1000.,9.82,
64.746771559578,7.4116378e-002,11.58927399805,1000.,9.82,
66.63258170918,7.4116378e-002,11.572986567484,1000.,9.82,
68.278929137525,7.4116378e-002,11.555999099339,1000.,9.82,
69.685803232367,7.4116378e-002,11.538397198626,1000.,9.82,
70.859339058202,7.4116378e-002,11.52027980333,1000.,9.82,
71.805331663157,7.4116378e-002,11.501739921341,1000.,9.82,
72.529019485061,7.4116378e-002,11.482866122923,1000.,9.82,
73.036621717855,7.4116378e-002,11.463745756621,1000.,9.82,
73.336298595133,7.4116378e-002,11.444464548144,1000.,9.82,
73.433814401276,7.4116378e-002,11.425103750964,1000.,9.82,
73.340589892236,7.4116378e-002,11.405742450006,1000.,9.82,
73.063034190479,7.4116378e-002,11.386455509973,1000.,9.82,
72.610001661013,7.4116378e-002,11.367315244112,1000.,9.82,
71.990370543131,7.4116378e-002,11.348390966153,1000.,9.82,
71.215641537717,7.4116378e-002,11.329743500817,1000.,9.82,
70.293319085481,7.4116378e-002,11.311437362287,1000.,9.82,
69.2342895466,7.4116378e-002,11.293526633676,1000.,9.82,
68.047727363959,7.4116378e-002,11.276066214943,1000.,9.82,
66.743521113886,7.4116378e-002,11.259105610909,1000.,9.82,
65.332397294805,7.4116378e-002,11.242685488064,1000.,9.82,
63.82333544377,7.4116378e-002,11.22685140931,1000.,9.82,
62.225995523455,7.4116378e-002,11.211642603726,1000.,9.82,
60.55145793463,7.4116378e-002,11.197080515959,1000.,9.82,
58.807638489852,7.4116378e-002,11.183209111407,1000.,9.82,
57.005016542535,7.4116378e-002,11.170042877256,1000.,9.82,
55.152219805789,7.4116378e-002,11.157610903078,1000.,9.82,
53.258511800233,7.4116378e-002,11.145928039147,1000.,9.82,
51.332653229338,7.4116378e-002,11.135008730339,1000.,9.82,
49.383127178031,7.4116378e-002,11.124865236565,1000.,9.82,
47.418231600212,7.4116378e-002,11.115502387161,1000.,9.82,
45.445861711248,7.4116378e-002,11.106928880126,1000.,9.82,
43.473758408289,7.4116378e-002,11.099148241652,1000.,9.82,
41.509188085515,7.4116378e-002,11.092148904174,1000.,9.82,
39.559275400616,7.4116378e-002,11.085935835521,1000.,9.82,
37.630759293713,7.4116378e-002,11.080500786225,1000.,9.82,
35.729831605061,7.4116378e-002,11.07582914525,1000.,9.82,
33.862603210117,7.4116378e-002,11.071912016953,1000.,9.82,
32.034652589943,7.4116378e-002,11.068733469133,1000.,9.82,
30.251267257731,7.4116378e-002,11.066277013001,1000.,9.82,
28.517549850963,7.4116378e-002,11.064526281523,1000.,9.82,
26.837666014188,7.4116378e-002,11.063455558136,1000.,9.82,
25.21615392513,7.4116378e-002,11.06304685111,1000.,9.82,
23.656828558046,7.1772638879819e-002,11.063275694763,1000.,9.82,
22.16272234405,6.7237114156463e-002,11.064112775922,1000.,9.82,
20.737592981651,6.2909519564069e-002,11.065537195746,1000.,9.82,
19.3833124013,5.8795923678149e-002,11.067514150027,1000.,9.82,
18.102726182831,5.4905273830937e-002,11.070018690686,1000.,9.82,
16.898420535564,5.1245685100296e-002,11.073024388623,1000.,9.82,
15.770486187872,4.7817653501993e-002,11.076491038869,1000.,9.82,
14.72182593072,4.4630149897364e-002,11.080396886788,1000.,9.82,
13.751902775491,4.1681662307574e-002,11.084702387606,1000.,9.82,
12.862747579909,3.8978429227652e-002,11.089382468929,1000.,9.82,
12.053977808456,3.6519321959377e-002,11.094401575897,1000.,9.82,
11.326157617315,3.4306050327261e-002,11.09972953677,1000.,9.82,
10.678013263473,3.233471153409e-002,11.105330683904,1000.,9.82,
10.109596826148,3.0605402278561e-002,11.111175353198,1000.,9.82,
9.6201807481314,2.9115828701325e-002,11.117232049617,1000.,9.82,
9.2084554325203,2.7861912658671e-002,11.12346887751,1000.,9.82,
8.8730911774168,2.6839501627338e-002,11.129855095082,1000.,9.82,
8.6124679291085,2.6043553169552e-002,11.136360438759,1000.,9.82,
8.4247680365176,2.5468420555216e-002,11.14295538149,1000.,9.82,
8.3083110499778,2.5108869124944e-002,11.149611323136,1000.,9.82,
8.259953887453,2.4955242273911e-002,11.156299859444,1000.,9.82,
8.2781142216049,2.5002608074604e-002,11.162994407258,1000.,9.82,
8.3600779860376,2.5242619491386e-002,11.169668763136,1000.,9.82,
8.5025488739141,2.5665184767657e-002,11.176298499461,1000.,9.82,
8.7034138580246,2.6263793900231e-002,11.182859208636,1000.,9.82,
8.9597027225002,2.7029363229879e-002,11.189327816915,1000.,9.82,
9.2675951013986,2.7950267069274e-002,11.195684421756,1000.,9.82,
9.6244504263265,2.9018448749153e-002,11.201907860557,1000.,9.82,
10.0270805815,3.022421961617e-002,11.207978909598,1000.,9.82,
10.472068696079,3.1557221628056e-002,11.213880287499,1000.,9.82,
10.955976742428,3.3007052206926e-002,11.219596277508,1000.,9.82,
11.475617241083,3.4564078507369e-002,11.225111058867,1000.,9.82,
12.027517746282,3.6217830062869e-002,11.230411547729,1000.,9.82,
12.608338637157,3.795825178256e-002,11.235485235512,1000.,9.82,
13.214753887193,3.9775345222006e-002,11.240320706267,1000.,9.82,
13.843307396444,4.1658737539754e-002,11.244909615506,1000.,9.82,
14.490698125399,4.3598534204241e-002,11.24924420841,1000.,9.82,
15.153796172189,4.5585365494196e-002,11.253315883922,1000.,9.82,
15.829369422239,4.7609566702612e-002,11.257119547661,1000.,9.82,
16.514296955835,4.9661815539053e-002,11.260650893616,1000.,9.82,
17.205535557692,5.1733030017658e-002,11.26390739333,1000.,9.82,
17.90016194339,5.3814494013812e-002,11.266886013134,1000.,9.82,
18.595317832821,5.5897690464438e-002,11.269586103597,1000.,9.82,
19.288287356988,5.7974530286352e-002,11.272009777847,1000.,9.82,
19.976444910997,6.0037198422855e-002,11.274156879768,1000.,9.82,
20.657290036964,6.2078253591598e-002,11.276029997127,1000.,9.82,
21.328451407347,6.4090639912028e-002,11.277632653148,1000.,9.82,
21.987654745019,6.6067590663171e-002,11.278968591085,1000.,9.82,
22.632840171305,6.8002975219652e-002,11.280044011437,1000.,9.82,
23.262041769669,6.9890941264964e-002,11.280864838925,1000.,9.82,
23.873373028597,7.1725870551696e-002,11.281437036457,1000.,9.82,
24.46503713719,7.3502408558357e-002,11.281767026327,1000.,9.82,
25.035932018204,7.4116378e-002,11.281867777455,1000.,9.82,
25.584089571436,7.4116378e-002,11.281741978203,1000.,9.82,
