t,XA2,XB2,XC2,XD2,XE2,YA2,YB2,YC2,YD2,YE2,
36.,0.71650094760002,0.25718916690186,2.8722759709486e-002,4.7534420321417e-004,-2.8882184145792e-003,0.77569192967685,0.20882703596747,1.5547804613861e-002,1.2865336231523e-004,0.55118843573321,
37.,0.71519809160072,0.25805614882003,2.8879240240364e-002,4.7814568789676e-004,-2.6116263490134e-003,0.77474812502516,0.20965727115594,1.5641929607873e-002,1.2948958347101e-004,0.54931943467787,
38.,0.71392815389682,0.25891903946764,2.9033421462133e-002,4.8089924403531e-004,-2.3615140706256e-003,0.77381618742753,0.21047901530161,1.5734461067684e-002,1.3031000831817e-004,0.54747240104992,
39.,0.71268674650021,0.25977933912621,2.9185650910261e-002,4.8361122182732e-004,-2.135347758501e-003,0.77289391586959,0.21129407281331,1.5825626811511e-002,1.3111667550074e-004,0.54564309956927,
40.,0.71146996485372,0.26063834009761,2.933624344534e-002,4.8628742054978e-004,-1.9308358172279e-003,0.77197936779848,0.21210402630375,1.5915633719315e-002,1.3191144899023e-004,0.54382779632642,
41.,0.71027433335933,0.26149715496101,2.948548430799e-002,4.8893313556596e-004,-1.745905763896e-003,0.77107082827856,0.21291026411154,1.6004669625219e-002,1.3269603259616e-004,0.54202319850921,
42.,0.70909675686332,0.2623567413162,2.9633631931008e-002,4.9155320207156e-004,-1.5786833126014e-003,0.77016678255926,0.21371400467267,1.609290507122e-002,1.3347198355846e-004,0.54022640083181,
43.,0.70793447751104,0.26321792338354,2.9780920518755e-002,4.9415203564504e-004,-1.4274734489789e-003,0.76926589174818,0.21451631803645,1.6180494925139e-002,1.342407252166e-004,0.53843483806137,
44.,0.70678503642378,0.26408141080737,2.9927562405745e-002,4.9673366970949e-004,-1.290743306602e-003,0.76836697129134,0.21531814481005,1.6267579867756e-002,1.3500355876851e-004,0.53664624305477,
45.,0.70564623969318,0.2649478149838,3.0073750207652e-002,4.9930179004173e-004,-1.1671066746739e-003,0.76746897197713,0.21612031280067,1.6354287755307e-002,1.3576167414597e-004,0.53485860974701,
46.,0.70451612823109,0.26581766320628,3.0219658778543e-002,5.0185976648371e-004,-1.0553099823971e-003,0.76657096319824,0.21692355160596,1.6440734864414e-002,1.3651616004252e-004,0.53307016056783,
