t,XA7,XB7,XC7,XD7,XE7,YA7,YB7,YC7,YD7,YE7,
1.,0.4206098120281,0.32108113577049,0.21461735076459,0.10732619145212,-6.3634490015308e-002,0.53134705911745,0.3042165815382,0.1355635283209,3.3896419966352e-002,-5.0235889429043e-003,
2.,0.41272432422189,0.3202829580569,0.2146324374614,0.10735100927657,-5.4990729016763e-002,0.52665764014109,0.30653308825121,0.13694614529344,3.4247646222491e-002,-4.3845199082351e-003,
3.,0.40550523620235,0.31954706261325,0.21467505744622,0.10738939062339,-4.7116746885217e-002,0.52227748193665,0.3086830715114,0.13825163230127,3.4579617645926e-002,-3.7918033952468e-003,
4.,0.39892397343899,0.31887157974014,0.21474413629661,0.10744080163316,-3.9980491108907e-002,0.51820351023869,0.31066864073465,0.13948047275385,3.4892449135492e-002,-3.245072862681e-003,
5.,0.39291810895816,0.31825180502286,0.21483724261567,0.10750403288294,-3.3511189479635e-002,0.51441488049737,0.31250159857925,0.14063753568237,3.518734843859e-002,-2.7413631975827e-003,
6.,0.38743103036802,0.31768376533585,0.21495221016811,0.10757800018691,-2.7645006058893e-002,0.51089096829653,0.31419369140302,0.14172762227625,3.5465505149742e-002,-2.2777871255444e-003,
7.,0.38241127688245,0.31716408958736,0.21508710206309,0.10766172812546,-2.232419665836e-002,0.50761150740124,0.31575650966154,0.14275544175446,3.5728085002638e-002,-1.8515438198791e-003,
8.,0.37781211462737,0.31668989111665,0.21524018470747,0.10775433871826,-1.7496529169746e-002,0.50455680778033,0.31720134017377,0.14372556935401,3.5976219804811e-002,-1.4599371129116e-003,
9.,0.37359114731222,0.31625866546209,0.21540990466443,0.10785504137102,-1.3114758809759e-002,0.50170793033008,0.31853904549314,0.14464241347282,3.6210999628478e-002,-1.1003889245154e-003,
10.,0.36970995757537,0.31586820347577,0.21559486813003,0.10796312393252,-9.1361531136928e-003,0.49904682084701,0.31977996969699,0.14551019100296,3.6433467002776e-002,-7.704485497326e-004,
11.,0.36613377524872,0.3155165192496,0.21579382276941,0.10807794472332,-5.5220619910567e-003,0.49655640660218,0.32093386909791,0.14633290986881,3.6644612852163e-002,-4.6779842107011e-004,
12.,0.36283116960763,0.31520179189121,0.2160056416763,0.10819892541813,-2.2375285932708e-003,0.49422065944458,0.32200986574701,0.14711435779594,3.6845373932891e-002,-1.9025692042374e-004,
13.,0.35977376335626,0.31492231986603,0.21622930923724,0.10832554468091,7.4906285955227e-004,0.49202462970519,0.32301642115594,0.1478580963724,3.70366315324e-002,6.4221234068392e-005,
14.,0.35693596663696,0.31467648641475,0.21646390869745,0.10845733246582,3.4663057850221e-003,0.48995445529998,0.32396132741119,0.14856745952001,3.7219211213529e-002,2.9754655528975e-004,
15.,0.3542947297529,0.31446273445568,0.21670861123989,0.10859386490869,5.9400596428358e-003,0.48799735036669,0.32485171277185,0.14924555556292,3.7393883405199e-002,5.1149789334545e-004,
16.,0.35182931357119,0.31427954937719,0.21696266640319,0.10873475974382,8.1937109046126e-003,0.48614157755284,0.3256940589049,0.14989527215952,3.7561364662423e-002,7.0772672030657e-004,
